證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"4440","宜新實業","60961","1636552","26.50","26.90","26.50","26.80","0.3000","53"
"4526","東台","5516447","191171795","35.55","35.70","33.85","34.00","-1.6000","4588"
"4532","瑞智","1850317","50411361","27.55","27.75","26.80","26.80","-0.2500","1477"
"4536","拓凱","1306707","280035864","222.50","222.50","210.00","215.00","-15.0000","4810"
"4540","全球傳動","1933120","86106479","45.20","45.90","43.15","43.45","-1.6500","1540"
"4545","銘鈺","919721","53823872","60.20","60.40","57.50","58.00","-2.1000","794"
"4551","智伸科","547738","68750094","131.00","131.50","122.00","122.50","-9.0000","535"
"4552","力達-KY","148745","3843338","25.75","25.95","25.75","25.90","0.1500","113"
"4555","氣立","265927","11162903","43.00","43.00","41.40","41.40","-1.1000","316"
"4557","永新-KY","1141030","164692400","142.00","147.50","139.50","140.50","6.0000","1079"
"4560","強信-KY","137067","4569233","33.40","33.60","33.20","33.50","0.1500","70"
"4562","穎漢","3120791","211941801","68.90","69.20","66.80","68.00","-0.2000","2076"
"4564","元翎","828055","18975488","23.25","23.30","22.55","22.65","-0.5000","553"
"4566","時碩工業","1928109","163687260","86.80","86.90","83.80","83.90","-2.3000","1875"
"4569","六方科-KY","648751","159393937","247.00","253.00","240.00","240.00","-2.0000","1612"
"4571","鈞興-KY","1182565","205454649","178.00","178.00","169.50","170.50","3.0000","1166"
"4572","駐龍","63582","9617997","153.00","153.00","150.50","150.50","-2.0000","346"
"4576","大銀微系統","2683662","359266335","140.50","140.50","130.50","131.00","-13.5000","2810"
"4581","光隆精密-KY","13090","697687","53.20","54.60","53.10","53.10","-0.1000","13"
"4583","台灣精銳","1117146","899709469","817.00","828.00","794.00","794.00","-16.0000","1710"
"4588","玖鼎電力","71797","6121663","86.00","86.20","84.50","84.70","-1.7000","227"
"4720","德淵","366140","7449139","20.40","20.55","20.25","20.30","-0.2000","190"
"4722","國精化","101868","4541635","44.90","44.90","44.40","44.65","-0.2000","87"
"4736","泰博","173097","26787401","155.00","155.50","154.00","154.50","-1.0000","286"
"4737","華廣","17395","1221441","70.10","70.50","70.00","70.30","-0.1000","49"
"4739","康普","204303","12465099","61.60","62.60","60.10","60.10","-1.0000","789"
"4746","台耀","466270","42817491","91.50","92.40","91.30","91.60","0.4000","642"
"4755","三福化","141125","18022317","128.00","128.50","127.00","127.00","0.5000","147"
"4763","材料-KY","932888","806168663","867.00","872.00","858.00","872.00","5.0000","2379"
"4764","雙鍵","31080","1392500","45.50","45.50","44.30","44.30","-1.4000","27"
"4766","南寶","346540","101852493","294.50","297.00","291.00","291.00","-1.5000","1999"
"4770","上品","458622","158586274","346.00","350.00","341.50","345.50","2.5000","591"
"4771","望隼","164968","32487997","199.00","201.00","193.50","195.00","-7.5000","308"
"4807","日成-KY","824669","27248950","34.50","34.50","32.25","32.40","-2.1000","632"
"4904","遠傳","4586038","406575113","89.50","89.80","88.30","88.60","-0.9000","3332"
"4906","正文","6590909","241820253","37.55","37.65","36.10","36.10","-1.3500","3555"
"4912","聯德控股-KY","332870","36716934","112.50","112.50","108.50","110.00","-2.0000","375"
"4915","致伸","2673403","210587822","78.20","79.80","77.70","79.00","1.1000","2004"
"4916","事欣科","6534262","230453120","34.80","35.55","34.05","35.55","3.2000","2614"
"4919","新唐","10541865","991154837","92.70","95.30","92.70","93.40","1.3000","7375"
"4927","泰鼎-KY","1017411","41255217","40.75","41.00","40.25","40.35","-0.4000","608"
"4930","燦星網","75089","2506495","33.45","33.50","33.20","33.20","-0.2000","103"
"4934","太極","462661","7087058","15.60","15.60","15.20","15.20","-0.3000","232"
"4935","茂林-KY","779006","52829324","70.70","71.30","66.00","66.00","-4.7000","715"
"4938","和碩","5030830","505550976","101.00","102.00","99.80","99.80","-1.2000","2665"
"4942","嘉彰","119328","5097869","42.90","42.95","42.50","42.55","-0.2500","102"
"4943","康控-KY","8422","140712","16.85","16.85","16.85","16.85","0.0000","22"
"4949","有成精密","59900","1403779","23.60","23.65","23.15","23.40","-0.2500","38"
"4952","凌通","299500","16334101","55.80","55.90","53.80","54.00","-1.4000","402"
"4956","光鋐","7247255","265657002","36.30","37.75","35.95","36.20","-0.0500","4607"
"4958","臻鼎-KY","15017792","1748069106","115.00","118.00","114.00","117.50","4.5000","8369"
"4960","誠美材","823067","10640475","12.95","13.10","12.85","12.85","-0.1000","428"
"4961","天鈺","975905","241701173","250.00","252.50","244.50","249.00","-0.5000","1127"
"4967","十銓","13070427","1266320585","91.50","99.60","90.70","97.00","6.4000","7297"
"4968","立積","3477320","584157991","165.00","171.00","164.50","167.00","3.0000","2886"
"4976","佳凌","635158","24909634","40.20","40.45","38.80","39.00","-1.1500","608"
"4977","眾達-KY","7475652","808802007","108.00","112.00","105.50","106.50","-0.5000","4690"
"4989","榮科","324441","6778714","21.00","21.30","20.70","20.80","-0.8500","242"
"4994","傳奇","26305","2680306","102.50","103.00","100.50","102.50","0.0000","30"
"4999","鑫禾","178252","6270153","35.50","35.50","34.75","34.75","-1.2500","311"
"5007","三星","16568","927052","56.00","56.50","55.80","55.90","0.0000","22"
"5203","訊連","803328","69993612","89.00","89.00","85.60","86.30","-2.5000","845"
"5215","科嘉-KY","42223","2086859","49.40","49.70","49.15","49.55","0.2000","49"
"5222","全訊","325229","44461535","139.50","139.50","135.50","136.50","-1.5000","462"
"5225","東科-KY","2126060","291832973","140.00","140.50","135.50","136.50","-2.0000","4582"
"5234","達興材料","2660853","648735032","246.50","249.00","240.00","245.50","-1.0000","6632"
"5243","乙盛-KY","10109308","685986692","70.00","70.20","66.10","66.40","-4.2000","7798"
"5244","弘凱","21051","866595","41.30","41.40","41.00","41.10","-0.2000","16"
"5258","虹堡","1200753","117070093","98.60","99.20","96.20","96.60","-1.6000","1467"
"5269","祥碩","1618239","2920399435","1825.00","1850.00","1760.00","1785.00","-10.0000","3033"
"5283","禾聯碩","30826","3206955","104.00","104.50","103.50","104.00","0.5000","41"
"5284","jpp-KY","2487655","400393068","163.50","166.50","154.00","164.00","-2.5000","3227"
"5285","界霖","316181","18986106","61.30","61.30","59.40","59.50","-0.9000","266"
"5288","豐祥-KY","47859","9462573","201.00","201.00","196.50","197.00","-1.0000","82"
"5292","華懋","107639","18481675","174.50","174.50","170.00","170.50","-2.0000","290"
"5306","桂盟","225033","30036673","135.00","135.50","132.50","133.00","-1.5000","323"
"5388","中磊","2928845","330106556","114.50","114.50","111.00","111.00","-3.5000","2556"
"5434","崇越","1119499","349244129","306.50","317.50","306.50","313.00","8.0000","1607"
"5469","瀚宇博","1039175","56957292","55.50","55.70","54.50","54.60","-0.7000","2551"
"5471","松翰","889595","42795783","48.00","48.70","47.60","47.70","0.2000","789"
"5484","慧友","422035","24375607","59.20","59.20","57.00","57.10","-1.3000","531"
"5519","隆大","401034","14488206","36.20","36.60","35.55","35.70","-0.2500","348"
"5521","工信","672239","7851987","11.80","11.80","11.60","11.60","-0.1000","375"
"5522","遠雄","400962","27140660","67.50","68.60","67.10","67.30","0.0000","443"
"5525","順天","199540","6753121","33.15","34.30","33.15","33.65","0.5500","272"
"5531","鄉林","760490","8269424","10.80","11.00","10.75","10.85","0.2000","404"
"5533","皇鼎","197707","4069159","20.35","20.75","20.35","20.55","0.1000","141"
"5534","長虹","1050800","93094888","89.10","90.90","87.50","87.50","-1.4000","1055"
"5538","東明-KY","7250","256961","35.95","35.95","35.30","35.30","0.0000","59"
"5546","永固-KY","6102","181525","29.75","29.80","29.60","29.60","-0.1500","10"
"5607","遠雄港","321344","14250875","44.10","44.70","44.10","44.30","-0.3500","458"
"5608","四維航","1574899","28620541","18.30","18.40","17.90","17.90","-0.3000","819"
"5706","鳳凰","513487","30806152","61.60","61.70","59.50","59.50","-1.0000","657"
"5871","中租-KY","7130518","1072106112","149.00","153.00","148.50","149.00","2.0000","5826"
"5871A","中租-KY甲特","24488","2368356","96.40","97.00","96.40","97.00","0.6000","29"
"5876","上海商銀","8641027","338128854","39.75","39.75","38.90","38.90","-0.4500","4150"
"5880","合庫金","4038458","102399041","25.50","25.55","25.25","25.30","-0.1000","2606"
"5906","台南-KY","1071","61796","57.70","57.70","57.70","57.70","-0.1000","2"
"5907","大洋-KY","4171354","53937270","12.85","13.60","12.35","12.55","0.1000","2306"
"6005","群益證","4454699","98909003","22.30","22.45","21.95","22.25","0.0000","2360"
"6024","群益期","784393","46047021","58.50","59.20","58.20","59.10","0.6000","850"
"6108","競國","740858","13206736","17.90","18.05","17.65","17.65","-0.1500","382"
"6112","邁達特","338040","15665497","46.70","47.70","45.75","45.80","-0.9000","520"
"6115","鎰勝","72535","3871399","53.10","53.60","53.10","53.30","0.3000","88"
"6116","彩晶","5321708","49252311","9.40","9.41","9.17","9.19","-0.2100","2094"
"6117","迎廣","1254471","129049198","106.00","107.00","101.00","101.50","-4.5000","1229"
"6120","達運","951151","13229754","14.05","14.10","13.80","13.80","-0.2500","520"
"6128","上福","60720","2203536","36.35","36.40","36.20","36.20","-0.1000","53"
"6133","金橋","3182104","73899940","23.75","23.85","22.85","22.90","-0.7000","1802"
"6136","富爾特","486352","10847560","22.70","22.70","22.15","22.40","-0.2000","193"
"6139","亞翔","1941138","451104811","235.00","238.50","230.00","232.50","-2.0000","14286"
"6141","柏承","69706","912236","13.15","13.20","13.00","13.05","-0.2000","55"
"6142","友勁","1598154","19354794","12.60","12.75","11.85","11.85","-0.6000","709"
"6152","百一","4280718","69547567","15.30","16.80","15.25","16.20","0.9000","1948"
"6153","嘉聯益","2872117","54639676","19.35","19.45","18.80","18.95","-0.4000","1625"
"6155","鈞寶","121531","3430613","28.40","28.50","28.00","28.15","-0.2500","122"
"6164","華興","2532330","41099087","16.15","16.60","15.75","16.15","0.1000","1258"
"6165","浪凡","1282265","60247949","46.85","48.00","46.60","46.70","-0.2000","864"
"6166","凌華","412324","29216316","72.60","73.00","70.00","70.00","-2.5000","1022"
"6168","宏齊","717470","16390473","23.30","23.35","22.60","22.60","-0.5500","433"
"6176","瑞儀","858022","169692921","200.00","201.00","196.50","197.00","-2.5000","1147"
"6177","達麗","2353948","101217947","43.00","43.90","42.40","42.60","0.2000","1774"
"6183","關貿","30371","2507907","82.00","83.00","82.00","82.30","0.6000","118"
"6184","大豐電","74522","3844267","51.50","51.70","51.50","51.50","0.2000","97"
"6189","豐藝","628759","53576486","85.70","86.30","84.50","84.60","-0.8000","1153"
"6191","精成科","2536072","149565843","60.00","60.00","58.40","58.40","-1.0000","1662"
"6192","巨路","112872","12815779","114.00","114.50","112.50","112.50","-1.5000","152"
"6196","帆宣","747906","114505141","152.50","156.00","150.50","151.00","0.0000","763"
"6197","佳必琪","3989443","657519067","165.00","167.50","163.00","164.00","2.0000","3277"
"6201","亞弘電","18480","1053259","57.00","57.20","56.80","57.20","0.1000","28"
"6202","盛群","984254","53703476","55.60","55.90","53.40","54.00","-1.5000","1026"
"6205","詮欣","195499","13452706","69.70","69.70","68.10","68.10","-1.7000","128"
"6206","飛捷","260559","23322704","90.50","90.60","88.80","88.90","-1.4000","813"
"6209","今國光","170629","4322443","25.80","25.80","25.05","25.05","-0.5500","152"
"6213","聯茂","3803387","295564588","78.90","79.00","77.00","77.20","-1.5000","4848"
"6214","精誠","847705","118217785","139.00","141.50","138.00","140.00","1.0000","984"
"6215","和椿","2925124","190630156","66.40","66.40","64.10","64.20","-3.0000","3369"
"6216","居易","5420430","268662625","49.10","50.90","48.40","49.80","1.5000","3627"
"6224","聚鼎","477731","33189834","70.70","71.00","68.50","68.50","-2.2000","613"
"6225","天瀚","14535","220147","15.15","15.50","15.15","15.15","0.0500","15"
"6226","光鼎","142045","1403100","9.90","9.91","9.84","9.84","-0.1100","76"
"6230","尼得科超眾","44171","9639668","221.50","222.00","216.00","216.00","-3.0000","232"
"6235","華孚","3342415","238984111","72.50","72.60","70.30","70.70","-0.6000","3437"
"6239","力成","1184382","152444573","130.50","131.00","127.50","127.50","-2.0000","1390"
"6243","迅杰","150636","7742063","52.60","52.60","50.60","50.60","-1.5000","292"
"6257","矽格","3350107","250615606","75.00","75.50","74.10","74.40","-0.2000","2253"
"6269","台郡","5814420","425682105","73.50","74.80","71.60","72.40","-5.2000","6375"
"6271","同欣電","957600","123608042","132.00","132.00","127.50","128.50","-2.0000","983"
"6277","宏正","51805","4104114","79.50","79.50","79.00","79.20","-0.1000","61"
"6278","台表科","1311695","137573399","106.00","106.50","103.50","103.50","-2.5000","1016"
"6281","全國電","40637","3394531","83.60","83.80","83.30","83.30","-0.5000","52"
"6282","康舒","5725798","183384318","32.90","32.90","31.65","31.70","-1.2000","4197"
"6283","淳安","829370","24390586","28.90","30.20","28.45","29.45","0.8000","593"
"6285","啟碁","5508961","667067811","125.00","126.00","119.00","119.00","-4.5000","5421"
"6288","聯嘉","10192661","319762925","32.60","32.65","30.25","30.35","-2.0000","5997"
"6405","悅城","8690532","415701350","48.35","49.95","45.50","47.80","0.3000","5529"
"6409","旭隼","266801","543081905","2150.00","2150.00","1960.00","1995.00","-165.0000","1235"
"6412","群電","385217","47196211","124.00","124.50","121.50","121.50","-1.5000","487"
"6414","樺漢","787769","245224565","313.00","314.50","308.50","308.50","-3.0000","3648"
"6415","矽力*-KY","2835597","1394621693","506.00","510.00","482.00","483.50","-15.0000","2890"
"6416","瑞祺電通","644321","89859467","141.50","142.00","138.00","138.50","-2.0000","665"
"6423","億而得-創","4328","387248","89.40","89.50","89.20","89.50","-0.4000","7"
"6426","統新","512023","35693428","69.40","71.80","67.80","68.30","-0.3000","500"
"6431","光麗-KY","71278","1226411","17.90","17.90","17.00","17.20","-0.2000","59"
"6438","迅得","5472229","1183411890","222.00","223.50","210.50","215.00","-5.0000","5350"
"6442","光聖","890464","462133975","530.00","530.00","507.00","523.00","0.0000","1601"
"6443","元晶","5828805","122046342","21.25","21.30","20.65","20.70","-0.5500","3078"
"6446","藥華藥","1007665","633795520","629.00","635.00","624.00","624.00","4.0000","1481"
"6449","鈺邦","612796","94476177","155.50","156.00","152.50","152.50","-1.5000","432"
"6451","訊芯-KY","15852422","3879501216","242.00","254.00","236.50","244.50","5.5000","20496"
"6456","GIS-KY","1015842","58231052","58.10","58.40","56.60","56.90","-1.2000","909"
"6464","台數科","85523","6889511","80.00","81.20","79.40","80.70","0.1000","76"
"6472","保瑞","2123537","1594739383","740.00","763.00","737.00","751.00","24.0000","3969"
"6477","安集","2008717","64360745","33.85","33.95","31.00","31.05","-3.3500","1779"
"6491","晶碩","337296","125455563","373.00","374.50","370.00","370.00","-1.0000","574"
"6504","南六","44085","3117708","70.70","71.10","70.30","70.90","0.1000","42"
"6505","台塑化","17960524","840603599","48.35","48.40","46.00","46.05","-2.3500","13672"
"6515","穎崴","442639","613877955","1385.00","1400.00","1365.00","1395.00","15.0000","752"
"6525","捷敏-KY","840909","61893785","74.70","75.90","72.00","72.20","-3.0000","757"
"6526","達發","245421","155148054","637.00","643.00","626.00","630.00","-6.0000","846"
"6531","愛普*","1214959","382578274","317.50","319.00","312.00","313.00","-3.0000","3741"
"6533","晶心科","420700","173773527","418.50","418.50","409.00","413.00","0.0000","732"
"6534","正瀚-創","40013","3270666","82.20","82.40","81.20","81.90","-0.3000","31"
"6541","泰福-KY","173560","10750664","62.90","63.10","60.60","61.80","-0.7000","169"
"6550","北極星藥業-KY","742195","38479016","52.90","52.90","51.20","51.20","-1.4000","571"
"6552","易華電","394289","16764010","44.15","44.50","41.00","41.00","-3.0500","378"
"6558","興能高","55074","1219994","22.45","22.45","22.00","22.00","-0.3500","58"
"6573","虹揚-KY","245612","4075917","17.00","17.00","16.30","16.90","0.1500","183"
"6579","研揚","423310","54195873","130.00","130.50","126.50","127.50","-5.0000","602"
"6581","鋼聯","69302","8360435","120.00","121.50","119.50","120.50","1.0000","59"
"6582","申豐","379078","25082578","67.90","67.90","64.80","64.90","-3.4000","903"
"6585","鼎基","239794","34687601","143.50","147.50","142.50","143.00","-0.5000","235"
"6591","動力-KY","271373","13882608","52.20","52.20","50.50","50.60","-1.4000","290"
"6592","和潤企業","281183","25662449","91.90","92.00","90.80","90.90","-0.4000","523"
"6592A","和潤企業甲特","11000","1043900","94.90","94.90","94.90","94.90","0.0000","11"
"6592B","和潤企業乙特","69202","6588721","95.30","95.30","95.20","95.30","0.0000","44"
"6598","ABC-KY","240580","5448907","22.55","22.95","22.45","22.65","0.1000","219"
"6605","帝寶","454706","106668242","240.50","240.50","232.50","232.50","-4.5000","923"
"6606","建德工業","377321","10890122","28.85","29.20","28.70","28.85","-0.1500","268"
"6625","必應","278096","23930214","87.20","87.20","85.40","85.50","-0.9000","356"
"6641","基士德-KY","2000","79850","39.95","39.95","39.90","39.90","0.1000","2"
"6645","金萬林-創","88289","2529702","29.20","29.50","28.00","28.60","0.6000","55"
"6655","科定","13000","1677000","127.50","131.50","127.50","129.00","-1.0000","13"
"6657","華安","67588","3402133","50.60","50.80","50.00","50.60","-0.4000","106"
"6658","聯策","3247733","336826682","106.00","106.50","100.50","105.00","0.5000","2551"
"6666","羅麗芬-KY","23000","1366500","58.80","59.90","58.80","58.80","0.3000","23"
"6668","中揚光","322397","15184615","48.40","48.40","46.50","46.75","-1.6500","408"
"6669","緯穎","1760864","3593955195","2020.00","2075.00","2000.00","2060.00","60.0000","5508"
"6670","復盛應用","568834","178846670","314.00","318.50","311.00","311.00","-2.5000","955"
"6671","三能-KY","16016","678932","42.40","42.50","42.35","42.50","0.1000","12"
"6672","騰輝電子-KY","304426","22024578","73.20","73.60","71.10","71.30","-2.4000","633"
"6674","鋐寶科技","10000","250100","24.90","25.45","24.60","25.05","0.1500","9"
"6689","伊雲谷","200126","18500740","94.90","94.90","91.00","91.20","-2.3000","283"
"6691","洋基工程","527504","160747157","309.00","310.50","302.50","304.50","-3.5000","1118"
"6695","芯鼎","613624","35104682","59.00","59.00","56.50","56.50","-1.8000","529"
"6698","旭暉應材","353680","14858664","42.75","43.30","41.20","41.20","-1.5000","594"
"6706","惠特","12551358","2373523762","184.00","194.00","183.50","191.00","7.5000","16091"
"6715","嘉基","345649","60843777","176.00","181.00","171.50","171.50","-4.0000","331"
"6719","力智","431494","101070627","238.50","238.50","231.00","231.00","-4.0000","891"
"6742","澤米","1394823","99743349","74.50","74.50","70.00","70.00","-3.1000","1283"
"6743","安普新","529101","27099630","52.70","52.70","50.20","50.50","-1.6000","367"
"6753","龍德造船","912890","106909349","119.00","120.50","115.50","115.50","-2.5000","999"
"6754","匯僑設計","101922","7092917","70.50","70.60","68.90","68.90","-1.7000","246"
"6756","威鋒電子","406875","58465402","148.50","149.00","141.50","141.50","-5.5000","716"
"6757","台灣虎航-創","2901535","184188305","62.40","64.70","62.30","62.80","-0.1000","1187"
"6768","志強-KY","2281474","323305516","143.50","145.00","140.00","140.50","-4.0000","1759"
"6770","力積電","10300059","193875424","19.10","19.15","18.65","18.70","-0.3000","5578"
"6771","平和環保-創","35115","2081955","60.50","61.90","58.50","59.40","0.0000","27"
"6776","展碁國際","200821","11678672","58.40","58.90","57.50","57.60","-0.8000","282"
"6781","AES-KY","4512430","2901217361","615.00","667.00","610.00","664.00","57.0000","5829"
"6782","視陽","1427784","298366992","219.00","219.00","205.00","211.50","-8.0000","1507"
"6789","采鈺","604938","172895311","288.00","290.00","283.00","283.50","-3.5000","4298"
"6790","永豐實","739540","36991209","49.65","50.60","49.00","50.00","0.3000","779"
"6792","詠業","26038","1639026","62.30","63.90","62.30","62.60","0.1000","42"
"6794","向榮生技-創","12000","887000","74.80","74.80","73.10","74.30","-0.5000","10"
"6796","晉弘","31201","2648561","84.50","85.80","84.00","85.00","0.2000","42"
"6799","來頡","159950","16946771","109.00","109.00","104.00","104.50","-3.5000","203"
"6805","富世達","3873042","3271074706","858.00","874.00","818.00","855.00","12.0000","5595"
"6806","森崴能源","1375757","163652393","119.00","120.00","117.00","119.50","1.0000","1190"
"6807","峰源-KY","271294","23180565","84.90","86.30","83.50","86.00","2.5000","309"
"6830","汎銓","2924318","571006113","190.50","200.00","189.00","189.50","-0.5000","2628"
"6834","天二科技","170160","5961459","35.30","35.70","34.50","34.50","-0.4000","153"
"6835","圓裕","860240","41764125","50.60","50.70","47.45","47.45","-3.6500","630"
"6838","台新藥","180115","8006914","44.40","44.90","44.20","44.40","0.0500","153"
"6854","錼創科技-KY創","671105","107983825","161.00","166.50","154.00","165.50","-0.5000","504"
"6861","睿生光電","59446","3778538","63.50","63.80","63.30","63.30","-0.2000","74"
"6862","三集瑞-KY","478678","89776811","192.00","194.00","184.00","184.00","-10.5000","654"
"6863","永道-KY","443009","113198444","256.00","258.50","251.00","254.50","-1.5000","656"
"6869","雲豹能源","6852771","1315352143","192.50","200.50","186.00","189.50","-5.0000","6979"
"6873","泓德能源","2823723","602725535","219.50","220.50","206.50","208.50","-10.0000","2930"
"6890","來億-KY","448436","180260494","401.00","406.00","396.50","403.00","1.0000","595"
"6901","鑽石投資","1032731","37375165","36.65","37.10","35.80","35.85","-1.2500","791"
"6902","GOGOLOOK-創","3050","450250","147.50","149.50","146.00","146.00","-2.0000","5"
"6906","現觀科","374176","63487361","173.00","174.50","167.50","167.50","-5.0000","509"
"6914","阜爾運通","39435","5293419","134.50","136.00","132.50","133.00","1.5000","72"
"6916","華凌","9077","231821","25.55","25.70","25.50","25.70","0.1500","10"
"6919","康霈*","188590","97680508","512.00","526.00","511.00","516.00","2.0000","488"
"6923","中台","168235","15053843","90.10","90.90","88.50","89.00","-1.1000","177"
"6928","攸泰科技","42563","2582649","60.50","61.80","59.50","60.80","0.3000","51"
"6933","AMAX-KY","656847","181070464","282.00","284.00","269.50","275.50","-5.5000","1101"
"6937","天虹","1972506","717807598","362.00","371.00","358.00","363.00","2.0000","2700"
"6949","沛爾生醫-創","3653","328470","91.00","91.00","89.30","89.30","-1.7000","4"
"6951","青新-創","392800","27872200","70.50","73.00","69.10","69.30","0.3000","249"
"6952","大武山","49365","2284232","46.50","46.50","46.00","46.00","-0.5000","64"
"6957","裕慶-KY","127696","30230506","235.00","240.00","233.00","234.50","2.0000","114"
"6958","日盛台駿","96516","2908184","30.20","30.45","30.00","30.20","0.2000","84"
"6969","成信實業*-創","156000","7426600","48.75","49.30","46.80","48.00","-0.6000","105"
"6988","威力暘-創","20000","458200","23.00","23.00","22.80","22.90","-0.0500","13"
"8011","台通","7840230","225420957","28.90","29.25","28.25","28.50","0.0500","4792"
"8016","矽創","513633","113979314","226.00","226.00","219.00","219.00","-3.0000","705"
"8021","尖點","7842732","316070226","39.80","41.20","39.30","39.40","-0.2000","5435"
"8028","昇陽半導體","13850638","1972226685","143.00","144.50","139.50","142.50","0.0000","10843"
"8033","雷虎","2005508","117850181","60.20","60.30","58.00","58.00","-2.1000","1561"
"8039","台虹","3277399","167620402","52.80","52.90","50.20","50.30","-2.0000","2861"
"8046","南電","2356184","309770560","134.00","134.00","128.50","129.50","-2.5000","2328"
"8070","長華*","7357265","398976515","55.80","55.90","53.30","53.40","-2.3000","5759"
"8072","陞泰","57486","1628288","28.10","28.75","28.00","28.00","-0.4000","106"
"8081","致新","206174","46749542","229.00","229.50","225.00","226.00","-3.0000","289"
"8103","瀚荃","3813967","210433399","55.90","56.50","54.10","54.10","-1.4000","2579"
"8104","錸寶","958017","40798410","44.00","44.00","41.80","41.80","-1.9500","690"
